Cód_IBGE,Município,Sigla UF,Região,Mês/Ano,Vítimas
1302603,Manaus,AM,NORTE,mai.-19,61
1302702,Manicoré,AM,NORTE,mai.-19,0
1302801,Maraã,AM,NORTE,mai.-19,0
1302900,Maués,AM,NORTE,mai.-19,0
1303007,Nhamundá,AM,NORTE,mai.-19,0
1303106,Nova Olinda Do Norte,AM,NORTE,mai.-19,1
1303205,Novo Airão,AM,NORTE,mai.-19,0
1303304,Novo Aripuanã,AM,NORTE,mai.-19,0
1303403,Parintins,AM,NORTE,mai.-19,0
1303502,Pauini,AM,NORTE,mai.-19,0
1303536,Presidente Figueiredo,AM,NORTE,mai.-19,0
1303569,Rio Preto Da Eva,AM,NORTE,mai.-19,1
1303601,Santa Isabel Do Rio Negro,AM,NORTE,mai.-19,0
1303700,Santo Antônio Do Içá,AM,NORTE,mai.-19,0
1303809,São Gabriel Da Cachoeira,AM,NORTE,mai.-19,0
1303908,São Paulo De Olivença,AM,NORTE,mai.-19,0
1303957,São Sebastião Do Uatumã,AM,NORTE,mai.-19,0
1304005,Silves,AM,NORTE,mai.-19,0
1304062,Tabatinga,AM,NORTE,mai.-19,1
1304104,Tapauá,AM,NORTE,mai.-19,0
1304203,Tefé,AM,NORTE,mai.-19,0
1304237,Tonantins,AM,NORTE,mai.-19,0
1304260,Uarini,AM,NORTE,mai.-19,0
1304302,Urucará,AM,NORTE,mai.-19,0
1304401,Urucurituba,AM,NORTE,mai.-19,0
1300029,Alvarães,AM,NORTE,jun.-19,0
1300060,Amaturá,AM,NORTE,jun.-19,0
1300086,Anamã,AM,NORTE,jun.-19,0
1300102,Anori,AM,NORTE,jun.-19,0
1300144,Apuí,AM,NORTE,jun.-19,0
1300201,Atalaia Do Norte,AM,NORTE,jun.-19,0
1300300,Autazes,AM,NORTE,jun.-19,0
1300409,Barcelos,AM,NORTE,jun.-19,0
1300508,Barreirinha,AM,NORTE,jun.-19,0
1300607,Benjamin Constant,AM,NORTE,jun.-19,0
1300631,Beruri,AM,NORTE,jun.-19,0
1300680,Boa Vista Do Ramos,AM,NORTE,jun.-19,0
1300706,Boca Do Acre,AM,NORTE,jun.-19,0
1300805,Borba,AM,NORTE,jun.-19,0
1300839,Caapiranga,AM,NORTE,jun.-19,0
1300904,Canutama,AM,NORTE,jun.-19,0
1301001,Carauari,AM,NORTE,jun.-19,0
1301100,Careiro,AM,NORTE,jun.-19,2
1301159,Careiro Da Várzea,AM,NORTE,jun.-19,1
1301209,Coari,AM,NORTE,jun.-19,0
1301308,Codajás,AM,NORTE,jun.-19,2
1301407,Eirunepé,AM,NORTE,jun.-19,0
1301506,Envira,AM,NORTE,jun.-19,0
1301605,Fonte Boa,AM,NORTE,jun.-19,0
1301654,Guajará,AM,NORTE,jun.-19,0
1301704,Humaitá,AM,NORTE,jun.-19,0
1301803,Ipixuna,AM,NORTE,jun.-19,0
1301852,Iranduba,AM,NORTE,jun.-19,1
1301902,Itacoatiara,AM,NORTE,jun.-19,0
1301951,Itamarati,AM,NORTE,jun.-19,0
1302009,Itapiranga,AM,NORTE,jun.-19,0
1302108,Japurá,AM,NORTE,jun.-19,0
1302207,Juruá,AM,NORTE,jun.-19,0
1302306,Jutaí,AM,NORTE,jun.-19,0
1302405,Lábrea,AM,NORTE,jun.-19,0
1302504,Manacapuru,AM,NORTE,jun.-19,1
1302553,Manaquiri,AM,NORTE,jun.-19,0
1302603,Manaus,AM,NORTE,jun.-19,58
1302702,Manicoré,AM,NORTE,jun.-19,0
1302801,Maraã,AM,NORTE,jun.-19,0
1302900,Maués,AM,NORTE,jun.-19,0
1303007,Nhamundá,AM,NORTE,jun.-19,0
1303106,Nova Olinda Do Norte,AM,NORTE,jun.-19,0
1303205,Novo Airão,AM,NORTE,jun.-19,0
1303304,Novo Aripuanã,AM,NORTE,jun.-19,0
1303403,Parintins,AM,NORTE,jun.-19,0
1303502,Pauini,AM,NORTE,jun.-19,0
1303536,Presidente Figueiredo,AM,NORTE,jun.-19,3
1303569,Rio Preto Da Eva,AM,NORTE,jun.-19,0
1303601,Santa Isabel Do Rio Negro,AM,NORTE,jun.-19,0
1303700,Santo Antônio Do Içá,AM,NORTE,jun.-19,0
1303809,São Gabriel Da Cachoeira,AM,NORTE,jun.-19,0
1303908,São Paulo De Olivença,AM,NORTE,jun.-19,0
1303957,São Sebastião Do Uatumã,AM,NORTE,jun.-19,0
1304005,Silves,AM,NORTE,jun.-19,0
1304062,Tabatinga,AM,NORTE,jun.-19,0
1304104,Tapauá,AM,NORTE,jun.-19,0
1304203,Tefé,AM,NORTE,jun.-19,0
1304237,Tonantins,AM,NORTE,jun.-19,0
1304260,Uarini,AM,NORTE,jun.-19,0
1304302,Urucará,AM,NORTE,jun.-19,0
1304401,Urucurituba,AM,NORTE,jun.-19,0
1300029,Alvarães,AM,NORTE,jul.-19,0
1300060,Amaturá,AM,NORTE,jul.-19,0
1300086,Anamã,AM,NORTE,jul.-19,0
1300102,Anori,AM,NORTE,jul.-19,0
1300144,Apuí,AM,NORTE,jul.-19,0
1300201,Atalaia Do Norte,AM,NORTE,jul.-19,0
1300300,Autazes,AM,NORTE,jul.-19,0
1300409,Barcelos,AM,NORTE,jul.-19,0
1300508,Barreirinha,AM,NORTE,jul.-19,0
1300607,Benjamin Constant,AM,NORTE,jul.-19,0
1300631,Beruri,AM,NORTE,jul.-19,0
1300680,Boa Vista Do Ramos,AM,NORTE,jul.-19,0
1300706,Boca Do Acre,AM,NORTE,jul.-19,0
1300805,Borba,AM,NORTE,jul.-19,0
1300839,Caapiranga,AM,NORTE,jul.-19,1
1300904,Canutama,AM,NORTE,jul.-19,0
1301001,Carauari,AM,NORTE,jul.-19,0
1301100,Careiro,AM,NORTE,jul.-19,0
1301159,Careiro Da Várzea,AM,NORTE,jul.-19,0
1301209,Coari,AM,NORTE,jul.-19,0
1301308,Codajás,AM,NORTE,jul.-19,0
1301407,Eirunepé,AM,NORTE,jul.-19,0
1301506,Envira,AM,NORTE,jul.-19,0
1301605,Fonte Boa,AM,NORTE,jul.-19,0
1301654,Guajará,AM,NORTE,jul.-19,0
1301704,Humaitá,AM,NORTE,jul.-19,0
1301803,Ipixuna,AM,NORTE,jul.-19,0
1301852,Iranduba,AM,NORTE,jul.-19,1
1301902,Itacoatiara,AM,NORTE,jul.-19,2
1301951,Itamarati,AM,NORTE,jul.-19,0
1302009,Itapiranga,AM,NORTE,jul.-19,0
1302108,Japurá,AM,NORTE,jul.-19,0
1302207,Juruá,AM,NORTE,jul.-19,0
1302306,Jutaí,AM,NORTE,jul.-19,1
1302405,Lábrea,AM,NORTE,jul.-19,0
1302504,Manacapuru,AM,NORTE,jul.-19,2
1302553,Manaquiri,AM,NORTE,jul.-19,0
1302603,Manaus,AM,NORTE,jul.-19,69
1302702,Manicoré,AM,NORTE,jul.-19,0
1302801,Maraã,AM,NORTE,jul.-19,0
1302900,Maués,AM,NORTE,jul.-19,0
1303007,Nhamundá,AM,NORTE,jul.-19,0
1303106,Nova Olinda Do Norte,AM,NORTE,jul.-19,0
1303205,Novo Airão,AM,NORTE,jul.-19,0
1303304,Novo Aripuanã,AM,NORTE,jul.-19,1
1303403,Parintins,AM,NORTE,jul.-19,2
1303502,Pauini,AM,NORTE,jul.-19,0
1303536,Presidente Figueiredo,AM,NORTE,jul.-19,0
1303569,Rio Preto Da Eva,AM,NORTE,jul.-19,2
1303601,Santa Isabel Do Rio Negro,AM,NORTE,jul.-19,0
1303700,Santo Antônio Do Içá,AM,NORTE,jul.-19,0
1303809,São Gabriel Da Cachoeira,AM,NORTE,jul.-19,0
1303908,São Paulo De Olivença,AM,NORTE,jul.-19,0
1303957,São Sebastião Do Uatumã,AM,NORTE,jul.-19,0
1304005,Silves,AM,NORTE,jul.-19,1
1304062,Tabatinga,AM,NORTE,jul.-19,0
1304104,Tapauá,AM,NORTE,jul.-19,0
1304203,Tefé,AM,NORTE,jul.-19,0
1304237,Tonantins,AM,NORTE,jul.-19,0
1304260,Uarini,AM,NORTE,jul.-19,0
1304302,Urucará,AM,NORTE,jul.-19,0
1304401,Urucurituba,AM,NORTE,jul.-19,0
1300029,Alvarães,AM,NORTE,ago.-19,0
1300060,Amaturá,AM,NORTE,ago.-19,0
1300086,Anamã,AM,NORTE,ago.-19,0
1300102,Anori,AM,NORTE,ago.-19,0
1300144,Apuí,AM,NORTE,ago.-19,0
1300201,Atalaia Do Norte,AM,NORTE,ago.-19,0
1300300,Autazes,AM,NORTE,ago.-19,0
1300409,Barcelos,AM,NORTE,ago.-19,0
1300508,Barreirinha,AM,NORTE,ago.-19,0
1300607,Benjamin Constant,AM,NORTE,ago.-19,0
1300631,Beruri,AM,NORTE,ago.-19,0
1300680,Boa Vista Do Ramos,AM,NORTE,ago.-19,0
1300706,Boca Do Acre,AM,NORTE,ago.-19,0
1300805,Borba,AM,NORTE,ago.-19,0
1300839,Caapiranga,AM,NORTE,ago.-19,0
1300904,Canutama,AM,NORTE,ago.-19,0
1301001,Carauari,AM,NORTE,ago.-19,0
1301100,Careiro,AM,NORTE,ago.-19,0
1301159,Careiro Da Várzea,AM,NORTE,ago.-19,0
1301209,Coari,AM,NORTE,ago.-19,0
1301308,Codajás,AM,NORTE,ago.-19,0
1301407,Eirunepé,AM,NORTE,ago.-19,1
1301506,Envira,AM,NORTE,ago.-19,0
1301605,Fonte Boa,AM,NORTE,ago.-19,0
1301654,Guajará,AM,NORTE,ago.-19,0
1301704,Humaitá,AM,NORTE,ago.-19,0
1301803,Ipixuna,AM,NORTE,ago.-19,0
1301852,Iranduba,AM,NORTE,ago.-19,1
1301902,Itacoatiara,AM,NORTE,ago.-19,1
1301951,Itamarati,AM,NORTE,ago.-19,0
1302009,Itapiranga,AM,NORTE,ago.-19,0
1302108,Japurá,AM,NORTE,ago.-19,0
1302207,Juruá,AM,NORTE,ago.-19,0
1302306,Jutaí,AM,NORTE,ago.-19,0
1302405,Lábrea,AM,NORTE,ago.-19,1
1302504,Manacapuru,AM,NORTE,ago.-19,2
1302553,Manaquiri,AM,NORTE,ago.-19,1
1302603,Manaus,AM,NORTE,ago.-19,82
1302702,Manicoré,AM,NORTE,ago.-19,0
1302801,Maraã,AM,NORTE,ago.-19,0
1302900,Maués,AM,NORTE,ago.-19,0
1303007,Nhamundá,AM,NORTE,ago.-19,0
1303106,Nova Olinda Do Norte,AM,NORTE,ago.-19,0
1303205,Novo Airão,AM,NORTE,ago.-19,1
1303304,Novo Aripuanã,AM,NORTE,ago.-19,0
1303403,Parintins,AM,NORTE,ago.-19,0
1303502,Pauini,AM,NORTE,ago.-19,0
1303536,Presidente Figueiredo,AM,NORTE,ago.-19,0
1303569,Rio Preto Da Eva,AM,NORTE,ago.-19,1
1303601,Santa Isabel Do Rio Negro,AM,NORTE,ago.-19,0
1303700,Santo Antônio Do Içá,AM,NORTE,ago.-19,0
1303809,São Gabriel Da Cachoeira,AM,NORTE,ago.-19,0
1303908,São Paulo De Olivença,AM,NORTE,ago.-19,0
1303957,São Sebastião Do Uatumã,AM,NORTE,ago.-19,0
1304005,Silves,AM,NORTE,ago.-19,0
1304062,Tabatinga,AM,NORTE,ago.-19,0
1304104,Tapauá,AM,NORTE,ago.-19,0
1304203,Tefé,AM,NORTE,ago.-19,0
1304237,Tonantins,AM,NORTE,ago.-19,0
1304260,Uarini,AM,NORTE,ago.-19,0
1304302,Urucará,AM,NORTE,ago.-19,0
1304401,Urucurituba,AM,NORTE,ago.-19,0
1300029,Alvarães,AM,NORTE,set.-19,0
1300060,Amaturá,AM,NORTE,set.-19,0
1300086,Anamã,AM,NORTE,set.-19,0
1300102,Anori,AM,NORTE,set.-19,0
1300144,Apuí,AM,NORTE,set.-19,0
1300201,Atalaia Do Norte,AM,NORTE,set.-19,0
1300300,Autazes,AM,NORTE,set.-19,1
1300409,Barcelos,AM,NORTE,set.-19,0
1300508,Barreirinha,AM,NORTE,set.-19,0
1300607,Benjamin Constant,AM,NORTE,set.-19,0
1300631,Beruri,AM,NORTE,set.-19,0
1300680,Boa Vista Do Ramos,AM,NORTE,set.-19,0
1300706,Boca Do Acre,AM,NORTE,set.-19,0
1300805,Borba,AM,NORTE,set.-19,0
1300839,Caapiranga,AM,NORTE,set.-19,0
1300904,Canutama,AM,NORTE,set.-19,0
1301001,Carauari,AM,NORTE,set.-19,0
1301100,Careiro,AM,NORTE,set.-19,2
1301159,Careiro Da Várzea,AM,NORTE,set.-19,0
1301209,Coari,AM,NORTE,set.-19,0
1301308,Codajás,AM,NORTE,set.-19,0
1301407,Eirunepé,AM,NORTE,set.-19,0
1301506,Envira,AM,NORTE,set.-19,0
1301605,Fonte Boa,AM,NORTE,set.-19,0
1301654,Guajará,AM,NORTE,set.-19,0
1301704,Humaitá,AM,NORTE,set.-19,0
1301803,Ipixuna,AM,NORTE,set.-19,0
1301852,Iranduba,AM,NORTE,set.-19,1
1301902,Itacoatiara,AM,NORTE,set.-19,0
1301951,Itamarati,AM,NORTE,set.-19,0
1302009,Itapiranga,AM,NORTE,set.-19,0
1302108,Japurá,AM,NORTE,set.-19,0
1302207,Juruá,AM,NORTE,set.-19,0
1302306,Jutaí,AM,NORTE,set.-19,0
1302405,Lábrea,AM,NORTE,set.-19,0
1302504,Manacapuru,AM,NORTE,set.-19,5
1302553,Manaquiri,AM,NORTE,set.-19,0
1302603,Manaus,AM,NORTE,set.-19,94
1302702,Manicoré,AM,NORTE,set.-19,0
1302801,Maraã,AM,NORTE,set.-19,0
1302900,Maués,AM,NORTE,set.-19,0
1303007,Nhamundá,AM,NORTE,set.-19,0
1303106,Nova Olinda Do Norte,AM,NORTE,set.-19,0
1303205,Novo Airão,AM,NORTE,set.-19,0
1303304,Novo Aripuanã,AM,NORTE,set.-19,0
1303403,Parintins,AM,NORTE,set.-19,0
1303502,Pauini,AM,NORTE,set.-19,0
1303536,Presidente Figueiredo,AM,NORTE,set.-19,1
1303569,Rio Preto Da Eva,AM,NORTE,set.-19,0
1303601,Santa Isabel Do Rio Negro,AM,NORTE,set.-19,0
1303700,Santo Antônio Do Içá,AM,NORTE,set.-19,0
1303809,São Gabriel Da Cachoeira,AM,NORTE,set.-19,0
1303908,São Paulo De Olivença,AM,NORTE,set.-19,0
1303957,São Sebastião Do Uatumã,AM,NORTE,set.-19,0
1304005,Silves,AM,NORTE,set.-19,0
1304062,Tabatinga,AM,NORTE,set.-19,0
1304104,Tapauá,AM,NORTE,set.-19,0
1304203,Tefé,AM,NORTE,set.-19,0
1304237,Tonantins,AM,NORTE,set.-19,0
1304260,Uarini,AM,NORTE,set.-19,0
1304302,Urucará,AM,NORTE,set.-19,0
1304401,Urucurituba,AM,NORTE,set.-19,0
1300029,Alvarães,AM,NORTE,out.-19,0
1300060,Amaturá,AM,NORTE,out.-19,0
1300086,Anamã,AM,NORTE,out.-19,0
1300102,Anori,AM,NORTE,out.-19,0
1300144,Apuí,AM,NORTE,out.-19,0
1300201,Atalaia Do Norte,AM,NORTE,out.-19,0
1300300,Autazes,AM,NORTE,out.-19,0
1300409,Barcelos,AM,NORTE,out.-19,0
1300508,Barreirinha,AM,NORTE,out.-19,0
1300607,Benjamin Constant,AM,NORTE,out.-19,0
1300631,Beruri,AM,NORTE,out.-19,0
1300680,Boa Vista Do Ramos,AM,NORTE,out.-19,0
1300706,Boca Do Acre,AM,NORTE,out.-19,0
1300805,Borba,AM,NORTE,out.-19,0
1300839,Caapiranga,AM,NORTE,out.-19,0
1300904,Canutama,AM,NORTE,out.-19,0
1301001,Carauari,AM,NORTE,out.-19,0
1301100,Careiro,AM,NORTE,out.-19,1
1301159,Careiro Da Várzea,AM,NORTE,out.-19,0
1301209,Coari,AM,NORTE,out.-19,0
1301308,Codajás,AM,NORTE,out.-19,0
1301407,Eirunepé,AM,NORTE,out.-19,0
1301506,Envira,AM,NORTE,out.-19,0
1301605,Fonte Boa,AM,NORTE,out.-19,0
1301654,Guajará,AM,NORTE,out.-19,0
1301704,Humaitá,AM,NORTE,out.-19,0
1301803,Ipixuna,AM,NORTE,out.-19,0
1301852,Iranduba,AM,NORTE,out.-19,1
1301902,Itacoatiara,AM,NORTE,out.-19,1
1302009,Itapiranga,AM,NORTE,out.-19,0
1302108,Japurá,AM,NORTE,out.-19,0
1302207,Juruá,AM,NORTE,out.-19,0
1302306,Jutaí,AM,NORTE,out.-19,0
1302405,Lábrea,AM,NORTE,out.-19,0
1302504,Manacapuru,AM,NORTE,out.-19,2
1302553,Manaquiri,AM,NORTE,out.-19,0
1302603,Manaus,AM,NORTE,out.-19,80
1302702,Manicoré,AM,NORTE,out.-19,0
1302801,Maraã,AM,NORTE,out.-19,0
1302900,Maués,AM,NORTE,out.-19,0
1303007,Nhamundá,AM,NORTE,out.-19,0
1303106,Nova Olinda Do Norte,AM,NORTE,out.-19,0
1303205,Novo Airão,AM,NORTE,out.-19,1
1303304,Novo Aripuanã,AM,NORTE,out.-19,0
1303403,Parintins,AM,NORTE,out.-19,0
1303502,Pauini,AM,NORTE,out.-19,0
1303536,Presidente Figueiredo,AM,NORTE,out.-19,1
1303569,Rio Preto Da Eva,AM,NORTE,out.-19,0
1303601,Santa Isabel Do Rio Negro,AM,NORTE,out.-19,0
1303700,Santo Antônio Do Içá,AM,NORTE,out.-19,0
1303809,São Gabriel Da Cachoeira,AM,NORTE,out.-19,0
1303908,São Paulo De Olivença,AM,NORTE,out.-19,0
1303957,São Sebastião Do Uatumã,AM,NORTE,out.-19,0
1304005,Silves,AM,NORTE,out.-19,1
1304062,Tabatinga,AM,NORTE,out.-19,0
1304104,Tapauá,AM,NORTE,out.-19,0
1304203,Tefé,AM,NORTE,out.-19,0
1304237,Tonantins,AM,NORTE,out.-19,0
1304260,Uarini,AM,NORTE,out.-19,0
1304302,Urucará,AM,NORTE,out.-19,0
1304401,Urucurituba,AM,NORTE,out.-19,0
1300029,Alvarães,AM,NORTE,nov.-19,0
1300060,Amaturá,AM,NORTE,nov.-19,0
1300086,Anamã,AM,NORTE,nov.-19,0
1300102,Anori,AM,NORTE,nov.-19,0
1300144,Apuí,AM,NORTE,nov.-19,0
1300201,Atalaia Do Norte,AM,NORTE,nov.-19,0
1300300,Autazes,AM,NORTE,nov.-19,0
1300409,Barcelos,AM,NORTE,nov.-19,0
1300508,Barreirinha,AM,NORTE,nov.-19,0
1300607,Benjamin Constant,AM,NORTE,nov.-19,0
1300631,Beruri,AM,NORTE,nov.-19,0
1300680,Boa Vista Do Ramos,AM,NORTE,nov.-19,0
1300706,Boca Do Acre,AM,NORTE,nov.-19,0
1300805,Borba,AM,NORTE,nov.-19,0
1300839,Caapiranga,AM,NORTE,nov.-19,0
1300904,Canutama,AM,NORTE,nov.-19,0
1301001,Carauari,AM,NORTE,nov.-19,0
1301100,Careiro,AM,NORTE,nov.-19,0
1301159,Careiro Da Várzea,AM,NORTE,nov.-19,0
1301209,Coari,AM,NORTE,nov.-19,0
1301308,Codajás,AM,NORTE,nov.-19,0
1301407,Eirunepé,AM,NORTE,nov.-19,0
1301506,Envira,AM,NORTE,nov.-19,0
1301605,Fonte Boa,AM,NORTE,nov.-19,0
1301654,Guajará,AM,NORTE,nov.-19,0
1301704,Humaitá,AM,NORTE,nov.-19,0
1301803,Ipixuna,AM,NORTE,nov.-19,0
1301852,Iranduba,AM,NORTE,nov.-19,6
1301902,Itacoatiara,AM,NORTE,nov.-19,0
1302009,Itapiranga,AM,NORTE,nov.-19,0
1302108,Japurá,AM,NORTE,nov.-19,0
1302207,Juruá,AM,NORTE,nov.-19,0
1302306,Jutaí,AM,NORTE,nov.-19,0
1302405,Lábrea,AM,NORTE,nov.-19,0
1302504,Manacapuru,AM,NORTE,nov.-19,4
1302553,Manaquiri,AM,NORTE,nov.-19,0
1302603,Manaus,AM,NORTE,nov.-19,73
1302702,Manicoré,AM,NORTE,nov.-19,0
1302801,Maraã,AM,NORTE,nov.-19,0
1302900,Maués,AM,NORTE,nov.-19,0
1303007,Nhamundá,AM,NORTE,nov.-19,0
1303106,Nova Olinda Do Norte,AM,NORTE,nov.-19,0
1303205,Novo Airão,AM,NORTE,nov.-19,0
1303304,Novo Aripuanã,AM,NORTE,nov.-19,0
1303403,Parintins,AM,NORTE,nov.-19,0
1303502,Pauini,AM,NORTE,nov.-19,0
1303536,Presidente Figueiredo,AM,NORTE,nov.-19,3
1303569,Rio Preto Da Eva,AM,NORTE,nov.-19,1
1303601,Santa Isabel Do Rio Negro,AM,NORTE,nov.-19,0
1303700,Santo Antônio Do Içá,AM,NORTE,nov.-19,0
1303809,São Gabriel Da Cachoeira,AM,NORTE,nov.-19,0
1303908,São Paulo De Olivença,AM,NORTE,nov.-19,0
1303957,São Sebastião Do Uatumã,AM,NORTE,nov.-19,0
1304005,Silves,AM,NORTE,nov.-19,0
1304062,Tabatinga,AM,NORTE,nov.-19,0
1304104,Tapauá,AM,NORTE,nov.-19,0
1304203,Tefé,AM,NORTE,nov.-19,0
1304237,Tonantins,AM,NORTE,nov.-19,0
1304260,Uarini,AM,NORTE,nov.-19,0
1304302,Urucará,AM,NORTE,nov.-19,0
1304401,Urucurituba,AM,NORTE,nov.-19,0
1300029,Alvarães,AM,NORTE,dez.-19,0
1300060,Amaturá,AM,NORTE,dez.-19,0
1300086,Anamã,AM,NORTE,dez.-19,0
1300102,Anori,AM,NORTE,dez.-19,0
1300144,Apuí,AM,NORTE,dez.-19,0
1300201,Atalaia Do Norte,AM,NORTE,dez.-19,0
1300300,Autazes,AM,NORTE,dez.-19,0
1300409,Barcelos,AM,NORTE,dez.-19,0
1300508,Barreirinha,AM,NORTE,dez.-19,0
1300607,Benjamin Constant,AM,NORTE,dez.-19,0
1300631,Beruri,AM,NORTE,dez.-19,0
1300680,Boa Vista Do Ramos,AM,NORTE,dez.-19,0
1300706,Boca Do Acre,AM,NORTE,dez.-19,0
1300805,Borba,AM,NORTE,dez.-19,0
1300839,Caapiranga,AM,NORTE,dez.-19,0
1300904,Canutama,AM,NORTE,dez.-19,0
1301001,Carauari,AM,NORTE,dez.-19,0
1301100,Careiro,AM,NORTE,dez.-19,1
1301159,Careiro Da Várzea,AM,NORTE,dez.-19,0
1301209,Coari,AM,NORTE,dez.-19,1
1301308,Codajás,AM,NORTE,dez.-19,0
1301407,Eirunepé,AM,NORTE,dez.-19,0
1301506,Envira,AM,NORTE,dez.-19,0
1301605,Fonte Boa,AM,NORTE,dez.-19,0
1301654,Guajará,AM,NORTE,dez.-19,0
1301704,Humaitá,AM,NORTE,dez.-19,0
1301803,Ipixuna,AM,NORTE,dez.-19,0
1301852,Iranduba,AM,NORTE,dez.-19,1
1301902,Itacoatiara,AM,NORTE,dez.-19,1
1302009,Itapiranga,AM,NORTE,dez.-19,0
1302108,Japurá,AM,NORTE,dez.-19,0
1302207,Juruá,AM,NORTE,dez.-19,0
1302306,Jutaí,AM,NORTE,dez.-19,0
1302405,Lábrea,AM,NORTE,dez.-19,0
1302504,Manacapuru,AM,NORTE,dez.-19,2
1302553,Manaquiri,AM,NORTE,dez.-19,0
1302603,Manaus,AM,NORTE,dez.-19,79
1302702,Manicoré,AM,NORTE,dez.-19,0
1302801,Maraã,AM,NORTE,dez.-19,0
1302900,Maués,AM,NORTE,dez.-19,0
1303007,Nhamundá,AM,NORTE,dez.-19,0
1303106,Nova Olinda Do Norte,AM,NORTE,dez.-19,0
1303205,Novo Airão,AM,NORTE,dez.-19,0
1303304,Novo Aripuanã,AM,NORTE,dez.-19,0
1303403,Parintins,AM,NORTE,dez.-19,1
1303502,Pauini,AM,NORTE,dez.-19,0
1303536,Presidente Figueiredo,AM,NORTE,dez.-19,5
1303569,Rio Preto Da Eva,AM,NORTE,dez.-19,1
1303601,Santa Isabel Do Rio Negro,AM,NORTE,dez.-19,0
1303700,Santo Antônio Do Içá,AM,NORTE,dez.-19,0
1303809,São Gabriel Da Cachoeira,AM,NORTE,dez.-19,0
1303908,São Paulo De Olivença,AM,NORTE,dez.-19,0
1303957,São Sebastião Do Uatumã,AM,NORTE,dez.-19,0
1304005,Silves,AM,NORTE,dez.-19,0
1304062,Tabatinga,AM,NORTE,dez.-19,0
1304104,Tapauá,AM,NORTE,dez.-19,0
1304203,Tefé,AM,NORTE,dez.-19,1
1304237,Tonantins,AM,NORTE,dez.-19,0
1304260,Uarini,AM,NORTE,dez.-19,0
1304302,Urucará,AM,NORTE,dez.-19,0
1304401,Urucurituba,AM,NORTE,dez.-19,0
1300029,Alvarães,AM,NORTE,jan.-20,0
1300060,Amaturá,AM,NORTE,jan.-20,0
1300086,Anamã,AM,NORTE,jan.-20,0
1300102,Anori,AM,NORTE,jan.-20,0
1300144,Apuí,AM,NORTE,jan.-20,0
1300201,Atalaia Do Norte,AM,NORTE,jan.-20,0
1300300,Autazes,AM,NORTE,jan.-20,0
1300409,Barcelos,AM,NORTE,jan.-20,0
1300508,Barreirinha,AM,NORTE,jan.-20,0
1300607,Benjamin Constant,AM,NORTE,jan.-20,0
1300631,Beruri,AM,NORTE,jan.-20,0
1300680,Boa Vista Do Ramos,AM,NORTE,jan.-20,0
1300706,Boca Do Acre,AM,NORTE,jan.-20,0
1300805,Borba,AM,NORTE,jan.-20,0
1300839,Caapiranga,AM,NORTE,jan.-20,0
1300904,Canutama,AM,NORTE,jan.-20,0
1301001,Carauari,AM,NORTE,jan.-20,0
1301100,Careiro,AM,NORTE,jan.-20,2
1301159,Careiro Da Várzea,AM,NORTE,jan.-20,1
1301209,Coari,AM,NORTE,jan.-20,0
1301308,Codajás,AM,NORTE,jan.-20,0
1301407,Eirunepé,AM,NORTE,jan.-20,0
1301506,Envira,AM,NORTE,jan.-20,0
1301605,Fonte Boa,AM,NORTE,jan.-20,0
1301654,Guajará,AM,NORTE,jan.-20,0
1301704,Humaitá,AM,NORTE,jan.-20,0
1301803,Ipixuna,AM,NORTE,jan.-20,0
1301852,Iranduba,AM,NORTE,jan.-20,1
1301902,Itacoatiara,AM,NORTE,jan.-20,0
1301951,Itamarati,AM,NORTE,jan.-20,0
1302009,Itapiranga,AM,NORTE,jan.-20,0
1302108,Japurá,AM,NORTE,jan.-20,0
1302207,Juruá,AM,NORTE,jan.-20,0
1302306,Jutaí,AM,NORTE,jan.-20,0
1302405,Lábrea,AM,NORTE,jan.-20,0
1302504,Manacapuru,AM,NORTE,jan.-20,2
1302553,Manaquiri,AM,NORTE,jan.-20,0
1302603,Manaus,AM,NORTE,jan.-20,106
1302702,Manicoré,AM,NORTE,jan.-20,0
1302801,Maraã,AM,NORTE,jan.-20,0
1302900,Maués,AM,NORTE,jan.-20,0
1303007,Nhamundá,AM,NORTE,jan.-20,0
1303106,Nova Olinda Do Norte,AM,NORTE,jan.-20,0
1303205,Novo Airão,AM,NORTE,jan.-20,0
1303304,Novo Aripuanã,AM,NORTE,jan.-20,0
1303403,Parintins,AM,NORTE,jan.-20,0
1303502,Pauini,AM,NORTE,jan.-20,0
1303536,Presidente Figueiredo,AM,NORTE,jan.-20,2
1303569,Rio Preto Da Eva,AM,NORTE,jan.-20,4
1303601,Santa Isabel Do Rio Negro,AM,NORTE,jan.-20,0
1303700,Santo Antônio Do Içá,AM,NORTE,jan.-20,0
1303809,São Gabriel Da Cachoeira,AM,NORTE,jan.-20,0
1303908,São Paulo De Olivença,AM,NORTE,jan.-20,0
1303957,São Sebastião Do Uatumã,AM,NORTE,jan.-20,0
1304005,Silves,AM,NORTE,jan.-20,0
1304062,Tabatinga,AM,NORTE,jan.-20,0
1304104,Tapauá,AM,NORTE,jan.-20,0
1304203,Tefé,AM,NORTE,jan.-20,0
1304237,Tonantins,AM,NORTE,jan.-20,0
1304260,Uarini,AM,NORTE,jan.-20,0
1304302,Urucará,AM,NORTE,jan.-20,0
1304401,Urucurituba,AM,NORTE,jan.-20,0
